Date,Open,High,Low,Close,Adj Close,Volume
1982-09-27,0.323661,0.334821,0.323661,0.330357,0.014972,77543200
1982-10-04,0.330357,0.421875,0.321429,0.419643,0.019019,227578400
1982-10-11,0.419643,0.441964,0.404018,0.410714,0.018614,273700000
1982-10-18,0.410714,0.477679,0.410714,0.462054,0.020941,212122400
1982-10-25,0.462054,0.464286,0.415179,0.453125,0.020536,219912000
1982-11-01,0.453125,0.569196,0.448661,0.537946,0.024380,280229600
1982-11-08,0.537946,0.607143,0.513393,0.578125,0.026201,189005600
1982-11-15,0.578125,0.584821,0.533482,0.551339,0.024987,175184800
1982-11-22,0.551339,0.551339,0.502232,0.517857,0.023470,91369600
1982-11-29,0.517857,0.602679,0.500000,0.566964,0.025696,157074400
1982-12-06,0.566964,0.622768,0.515625,0.522321,0.023672,197080800
1982-12-13,0.517857,0.542411,0.493304,0.537946,0.024380,179530400
1982-12-20,0.537946,0.571429,0.526786,0.571429,0.025898,84481600
1982-12-27,0.571429,0.602679,0.529018,0.533482,0.024178,115617600
1983-01-03,0.533482,0.544643,0.491071,0.491071,0.022256,186984000
1983-01-10,0.491071,0.589286,0.486607,0.589286,0.026707,180157600
1983-01-17,0.589286,0.696429,0.580357,0.667411,0.030248,433686400
1983-01-24,0.667411,0.750000,0.618304,0.732143,0.033182,296928800
1983-01-31,0.732143,0.810268,0.716518,0.785714,0.035610,283225600
1983-02-07,0.785714,0.843750,0.727679,0.830357,0.037633,233027200
